DATETIME_UNIX, DATETIME_REG,RTC_TEMP_C,TEMP_C,CONDUCT_FREQ_HERTZ,PHOTORESIST,BATTERY_LEVEL
1406565979,2014-07-28 16:46:19,30.75,31.15,  0.08,895,744
1406566281,2014-07-28 16:51:21,31.50,31.60,  0.32,871,744
1406566583,2014-07-28 16:56:23,31.75,31.58,  0.32,848,744
1406566884,2014-07-28 17:01:24,29.25,27.33,  0.32,817,743
1406567186,2014-07-28 17:06:26,27.00,23.62,991.36,33,744
1406567486,2014-07-28 17:11:26,24.50,23.08,1602.73,64,744
1406567787,2014-07-28 17:16:27,23.25,22.90,1591.65,42,744
1406568087,2014-07-28 17:21:27,22.50,22.87,1579.89,34,744
1406568387,2014-07-28 17:26:27,22.25,22.89,1578.70,67,744
1406568688,2014-07-28 17:31:28,22.00,22.85,1585.64,63,744
1406568988,2014-07-28 17:36:28,22.00,22.82,1587.20,78,743
1406569288,2014-07-28 17:41:28,22.00,22.82,1590.90,54,744
1406569588,2014-07-28 17:46:28,21.75,22.82,1586.02,42,744
1406569888,2014-07-28 17:51:28,21.75,22.82,1587.34,31,743
1406570189,2014-07-28 17:56:29,21.75,22.82,1590.53,24,744
1406570489,2014-07-28 18:01:29,21.75,22.87,1588.22,22,743
1406570789,2014-07-28 18:06:29,21.75,22.83,1589.25,16,743
1406571089,2014-07-28 18:11:29,21.75,22.87,1581.77,36,743
1406571389,2014-07-28 18:16:29,21.75,22.83,1591.06,57,743
1406571689,2014-07-28 18:21:29,21.50,22.82,1583.75,54,743
1406571989,2014-07-28 18:26:29,21.50,22.87,1582.89,24,743
1406572290,2014-07-28 18:31:30,21.50,22.87,1580.79,16,743
1406572590,2014-07-28 18:36:30,21.50,22.87,1582.78,13,743
1406572890,2014-07-28 18:41:30,21.50,22.82,1582.74,14,743
1406573190,2014-07-28 18:46:30,21.50,22.85,1581.85,24,743
1406573490,2014-07-28 18:51:30,21.50,22.85,1579.27,12,743
1406573790,2014-07-28 18:56:30,21.50,22.97,1582.37,12,743
1406574090,2014-07-28 19:01:30,21.50,22.92,1580.28,16,743
1406574390,2014-07-28 19:06:30,21.50,22.97,1579.24,19,743
1406574691,2014-07-28 19:11:31,21.50,22.97,1580.40,5,743
1406574991,2014-07-28 19:16:31,21.50,22.94,1576.75,4,743
1406575291,2014-07-28 19:21:31,21.50,22.75,1575.10,22,743
1406575591,2014-07-28 19:26:31,21.50,22.75,1572.27,26,742
1406575891,2014-07-28 19:31:31,21.50,22.77,1572.12,7,742
1406576191,2014-07-28 19:36:31,21.50,22.77,1569.06,6,742
1406576491,2014-07-28 19:41:31,21.50,22.78,1571.22,5,743
1406576791,2014-07-28 19:46:31,21.50,22.77,1570.19,7,742
1406577091,2014-07-28 19:51:31,21.50,22.80,1569.29,4,742
1406577392,2014-07-28 19:56:32,21.50,22.85,1565.16,0,742
1406577692,2014-07-28 20:01:32,21.50,22.85,1560.90,0,742
1406577992,2014-07-28 20:06:32,21.50,22.96,1560.48,0,742
1406578292,2014-07-28 20:11:32,21.50,22.90,1559.25,0,742
1406578592,2014-07-28 20:16:32,21.50,22.92,1556.11,0,742
1406578892,2014-07-28 20:21:32,21.50,22.92,1554.04,0,742
1406579192,2014-07-28 20:26:32,21.50,23.20,1554.86,0,742
1406579492,2014-07-28 20:31:32,21.50,22.83,1556.14,0,741
1406579792,2014-07-28 20:36:32,21.50,22.87,1555.78,0,741
1406580093,2014-07-28 20:41:33,21.50,23.01,1556.10,0,741
1406580393,2014-07-28 20:46:33,21.50,22.89,1557.69,0,741
1406580693,2014-07-28 20:51:33,21.50,22.83,1559.01,0,741
1406580993,2014-07-28 20:56:33,21.50,22.77,1557.51,0,741
1406581293,2014-07-28 21:01:33,21.50,22.82,1556.66,0,741
1406581593,2014-07-28 21:06:33,21.50,22.82,1548.47,0,741
1406581893,2014-07-28 21:11:33,21.50,22.82,1551.45,0,741
1406582193,2014-07-28 21:16:33,21.50,22.75,1548.71,0,741
1406582493,2014-07-28 21:21:33,21.50,22.75,1545.52,0,741
1406582794,2014-07-28 21:26:34,21.50,22.75,1546.19,0,741
1406583094,2014-07-28 21:31:34,21.50,22.80,1543.94,0,741
1406583394,2014-07-28 21:36:34,21.50,22.70,1544.57,0,740
1406583694,2014-07-28 21:41:34,21.50,22.66,1545.21,0,740
1406583994,2014-07-28 21:46:34,21.50,22.68,1541.81,0,740
1406584294,2014-07-28 21:51:34,21.50,22.68,1543.55,0,740
1406584594,2014-07-28 21:56:34,21.50,22.70,1543.29,0,740
1406584894,2014-07-28 22:01:34,21.50,22.73,1542.22,0,740
1406585194,2014-07-28 22:06:34,21.50,22.73,1541.11,0,740
1406585495,2014-07-28 22:11:35,21.50,22.71,1542.28,0,740
1406585795,2014-07-28 22:16:35,21.25,22.73,1541.52,0,740
1406586095,2014-07-28 22:21:35,21.25,22.71,1540.68,0,740
1406586395,2014-07-28 22:26:35,21.25,22.71,1540.08,0,740
1406586695,2014-07-28 22:31:35,21.25,22.71,1539.22,0,740
1406586995,2014-07-28 22:36:35,21.25,22.71,1540.70,0,740
1406587295,2014-07-28 22:41:35,21.25,22.71,1539.17,0,739
1406587595,2014-07-28 22:46:35,21.25,22.57,1541.62,0,739
1406587895,2014-07-28 22:51:35,21.25,22.59,1542.48,0,740
1406588195,2014-07-28 22:56:35,21.25,22.57,1542.87,0,739
1406588495,2014-07-28 23:01:35,21.25,22.57,1544.06,0,739
1406588795,2014-07-28 23:06:35,21.25,22.57,1545.67,0,739
1406589095,2014-07-28 23:11:35,21.25,22.49,1544.95,0,739
1406589395,2014-07-28 23:16:35,21.25,22.49,1542.14,0,739
1406589696,2014-07-28 23:21:36,21.25,22.50,1543.64,0,739
1406589996,2014-07-28 23:26:36,21.25,22.49,1545.00,0,739
1406590296,2014-07-28 23:31:36,21.25,22.45,1544.66,0,739
1406590596,2014-07-28 23:36:36,21.25,22.47,1545.52,0,739
1406590896,2014-07-28 23:41:36,21.25,22.45,1544.47,0,739
1406591196,2014-07-28 23:46:36,21.25,22.43,1543.85,0,739
1406591496,2014-07-28 23:51:36,21.00,22.43,1543.43,0,739
1406591796,2014-07-28 23:56:36,21.00,22.42,1542.93,0,739
1406592096,2014-07-29 00:01:36,21.00,22.42,1540.74,0,739
1406592396,2014-07-29 00:06:36,21.00,22.40,1542.63,0,739
1406592696,2014-07-29 00:11:36,21.00,22.40,1541.61,0,738
1406592996,2014-07-29 00:16:36,21.00,22.45,1541.53,0,738
1406593296,2014-07-29 00:21:36,21.00,22.42,1540.05,0,738
1406593596,2014-07-29 00:26:36,21.00,22.42,1539.69,0,738
1406593896,2014-07-29 00:31:36,21.00,22.38,1539.74,0,738
1406594196,2014-07-29 00:36:36,21.00,22.38,1541.52,0,738
1406594496,2014-07-29 00:41:36,21.00,22.38,1541.14,0,738
1406594796,2014-07-29 00:46:36,21.00,22.36,1539.85,0,738
1406595096,2014-07-29 00:51:36,21.00,22.29,1541.33,0,738
1406595396,2014-07-29 00:56:36,21.00,22.29,1540.95,0,738
1406595696,2014-07-29 01:01:36,21.00,22.21,1539.73,0,738
1406595996,2014-07-29 01:06:36,21.00,22.21,1540.26,0,738
1406596296,2014-07-29 01:11:36,20.75,22.14,1539.45,0,738
1406596596,2014-07-29 01:16:36,20.75,22.14,1537.01,0,738
1406596896,2014-07-29 01:21:36,20.75,22.12,1538.73,0,738
1406597196,2014-07-29 01:26:36,20.75,22.14,1538.64,0,738
1406597496,2014-07-29 01:31:36,20.75,22.12,1535.21,0,737
1406597796,2014-07-29 01:36:36,20.75,22.09,1537.63,0,738
1406598096,2014-07-29 01:41:36,20.75,22.10,1536.63,0,738
1406598396,2014-07-29 01:46:36,20.75,22.03,1537.13,0,737
1406598696,2014-07-29 01:51:36,20.75,22.03,1537.97,0,737
1406598996,2014-07-29 01:56:36,20.75,21.88,1537.07,0,737
1406599295,2014-07-29 02:01:35,20.75,22.02,1535.81,0,737
1406599595,2014-07-29 02:06:35,20.75,22.16,1534.97,0,737
1406599895,2014-07-29 02:11:35,20.50,22.02,1532.83,0,737
1406600195,2014-07-29 02:16:35,20.50,21.95,1533.23,0,737
1406600495,2014-07-29 02:21:35,20.50,21.95,1532.41,0,737
1406600795,2014-07-29 02:26:35,20.50,21.95,1532.52,0,737
1406601095,2014-07-29 02:31:35,20.50,21.91,1532.49,0,737
1406601395,2014-07-29 02:36:35,20.50,21.88,1532.68,0,737
1406601695,2014-07-29 02:41:35,20.50,21.86,1531.06,0,737
1406601995,2014-07-29 02:46:35,20.50,21.84,1532.83,0,737
1406602295,2014-07-29 02:51:35,20.50,21.83,1532.58,0,737
1406602595,2014-07-29 02:56:35,20.50,21.79,1531.05,0,737
1406602894,2014-07-29 03:01:34,20.50,21.77,1533.42,0,737
1406603194,2014-07-29 03:06:34,20.50,21.77,1533.05,0,737
1406603494,2014-07-29 03:11:34,20.50,21.77,1533.71,0,737
1406603794,2014-07-29 03:16:34,20.50,21.74,1533.36,0,736
1406604094,2014-07-29 03:21:34,20.50,21.70,1534.47,0,736
1406604394,2014-07-29 03:26:34,20.25,21.69,1533.63,0,736
1406604694,2014-07-29 03:31:34,20.25,21.69,1534.73,0,736
1406604994,2014-07-29 03:36:34,20.25,21.69,1534.51,0,736
1406605294,2014-07-29 03:41:34,20.25,21.67,1532.86,0,736
1406605593,2014-07-29 03:46:33,20.25,21.62,1534.68,0,736
1406605893,2014-07-29 03:51:33,20.25,21.60,1534.74,0,736
1406606193,2014-07-29 03:56:33,20.25,21.62,1534.75,0,736
1406606493,2014-07-29 04:01:33,20.25,21.60,1534.84,0,736
1406606793,2014-07-29 04:06:33,20.25,21.67,1535.21,0,736
1406607093,2014-07-29 04:11:33,20.25,21.58,1534.27,0,736
1406607393,2014-07-29 04:16:33,20.25,21.67,1535.75,0,735
1406607692,2014-07-29 04:21:32,20.25,21.51,1535.04,0,736
1406607992,2014-07-29 04:26:32,20.25,21.51,1532.88,0,736
1406608292,2014-07-29 04:31:32,20.25,21.50,1534.80,0,736
1406608592,2014-07-29 04:36:32,20.00,21.58,1535.23,0,736
1406608892,2014-07-29 04:41:32,20.00,21.44,1534.29,0,736
1406609192,2014-07-29 04:46:32,20.00,21.51,1535.40,0,736
1406609491,2014-07-29 04:51:31,20.00,21.43,1534.80,0,736
1406609791,2014-07-29 04:56:31,20.00,21.41,1534.64,0,736
1406610091,2014-07-29 05:01:31,20.00,21.50,1536.09,0,736
1406610391,2014-07-29 05:06:31,20.00,21.48,1535.17,0,736
1406610691,2014-07-29 05:11:31,20.00,21.44,1532.91,0,735
1406610990,2014-07-29 05:16:30,20.00,21.41,1535.99,0,735
1406611290,2014-07-29 05:21:30,20.00,21.41,1536.21,0,735
1406611590,2014-07-29 05:26:30,20.00,21.41,1535.76,0,735
1406611890,2014-07-29 05:31:30,20.00,21.36,1536.28,0,735
1406612190,2014-07-29 05:36:30,20.00,21.30,1537.33,0,735
1406612489,2014-07-29 05:41:29,19.75,21.29,1537.10,1,735
1406612789,2014-07-29 05:46:29,19.75,21.29,1537.11,1,735
1406613089,2014-07-29 05:51:29,19.75,21.27,1537.47,2,735
1406613389,2014-07-29 05:56:29,19.75,21.27,1539.25,4,735
1406613689,2014-07-29 06:01:29,19.75,21.25,1538.72,5,735
1406613988,2014-07-29 06:06:28,19.75,21.32,1539.34,7,735
1406614288,2014-07-29 06:11:28,19.75,21.29,1539.56,10,735
1406614588,2014-07-29 06:16:28,19.75,21.18,1538.44,14,735
1406614888,2014-07-29 06:21:28,19.75,21.29,1539.48,14,735
1406615187,2014-07-29 06:26:27,19.75,21.25,1539.09,12,735
1406615487,2014-07-29 06:31:27,19.75,21.23,1540.22,16,735
1406615787,2014-07-29 06:36:27,19.75,21.20,1537.02,17,735
1406616087,2014-07-29 06:41:27,19.75,21.20,1538.60,17,735
1406616386,2014-07-29 06:46:26,19.75,21.18,1538.68,16,735
1406616686,2014-07-29 06:51:26,19.75,21.20,1539.10,14,735
1406616986,2014-07-29 06:56:26,19.75,21.17,1540.30,15,735
1406617286,2014-07-29 07:01:26,19.75,21.10,1540.83,19,735
1406617585,2014-07-29 07:06:25,19.75,21.15,1540.55,21,735
1406617885,2014-07-29 07:11:25,19.75,21.15,1540.86,24,734
1406618185,2014-07-29 07:16:25,19.50,21.08,1540.91,25,734
1406618485,2014-07-29 07:21:25,19.50,21.06,1539.64,22,735
1406618784,2014-07-29 07:26:24,19.50,21.06,1540.86,24,734
1406619084,2014-07-29 07:31:24,19.50,21.03,1540.73,19,734
1406619384,2014-07-29 07:36:24,19.50,20.99,1542.38,17,734
1406619684,2014-07-29 07:41:24,19.50,20.97,1542.54,18,734
1406619983,2014-07-29 07:46:23,19.50,21.01,1542.32,21,734
1406620283,2014-07-29 07:51:23,19.50,21.18,1543.36,22,734
1406620583,2014-07-29 07:56:23,19.50,21.06,1543.59,23,734
1406620882,2014-07-29 08:01:22,19.50,21.08,1545.12,24,734
1406621182,2014-07-29 08:06:22,19.50,21.06,1541.62,26,734
1406621482,2014-07-29 08:11:22,19.50,21.03,1545.64,25,734
1406621781,2014-07-29 08:16:21,19.50,21.01,1546.44,27,734
1406622081,2014-07-29 08:21:21,19.50,21.13,1546.80,27,734
1406622381,2014-07-29 08:26:21,19.50,21.11,1548.31,30,734
1406622681,2014-07-29 08:31:21,19.50,21.04,1549.59,27,734
1406622980,2014-07-29 08:36:20,19.50,21.10,1550.82,31,734
1406623280,2014-07-29 08:41:20,19.50,21.04,1550.64,29,734
1406623580,2014-07-29 08:46:20,19.50,21.01,1549.74,32,733
1406623879,2014-07-29 08:51:19,19.50,21.01,1551.91,32,734
1406624179,2014-07-29 08:56:19,19.50,21.18,1551.58,32,733
1406624479,2014-07-29 09:01:19,19.25,21.01,1551.23,34,734
1406624778,2014-07-29 09:06:18,19.50,21.01,1551.13,35,734
1406625078,2014-07-29 09:11:18,19.50,21.01,1551.92,34,733
1406625378,2014-07-29 09:16:18,19.50,21.01,1551.94,36,733
1406625677,2014-07-29 09:21:17,19.25,21.01,1553.35,38,734
1406625977,2014-07-29 09:26:17,19.25,21.01,1553.40,38,733
1406626277,2014-07-29 09:31:17,19.25,20.99,1551.86,42,733
1406626576,2014-07-29 09:36:16,19.50,20.94,1554.47,42,733
1406626876,2014-07-29 09:41:16,19.25,20.99,1554.74,44,733
1406627176,2014-07-29 09:46:16,19.25,20.99,1555.60,45,733
1406627475,2014-07-29 09:51:15,19.25,20.99,1555.01,50,733
1406627775,2014-07-29 09:56:15,19.25,20.99,1555.39,49,733
1406628075,2014-07-29 10:01:15,19.25,20.99,1556.34,55,733
1406628374,2014-07-29 10:06:14,19.25,20.94,1557.30,60,733
1406628674,2014-07-29 10:11:14,19.25,21.01,1558.70,64,733
1406628974,2014-07-29 10:16:14,19.25,20.96,1556.54,63,733
1406629273,2014-07-29 10:21:13,19.25,21.01,1559.27,65,733
1406629573,2014-07-29 10:26:13,19.25,20.94,1558.98,58,733
1406629873,2014-07-29 10:31:13,19.25,21.01,1560.76,58,733
1406630172,2014-07-29 10:36:12,19.25,21.03,1561.49,59,732
1406630472,2014-07-29 10:41:12,19.25,21.01,1562.27,60,733
1406630771,2014-07-29 10:46:11,19.25,20.99,1563.64,69,733
1406631071,2014-07-29 10:51:11,19.50,20.97,1564.04,71,732
1406631371,2014-07-29 10:56:11,19.50,20.99,1563.67,81,732
1406631671,2014-07-29 11:01:11,19.50,20.97,1566.33,77,732
1406631970,2014-07-29 11:06:10,19.50,21.01,1567.04,74,732
1406632270,2014-07-29 11:11:10,19.50,21.03,1566.96,80,732
1406632570,2014-07-29 11:16:10,19.50,21.01,1566.26,102,732
1406632869,2014-07-29 11:21:09,19.50,21.06,1567.65,108,732
1406633169,2014-07-29 11:26:09,19.50,21.13,1568.21,136,732
1406633469,2014-07-29 11:31:09,19.75,21.15,1569.45,151,732
1406633769,2014-07-29 11:36:09,19.75,21.15,1569.97,151,732
1406634068,2014-07-29 11:41:08,19.75,21.17,1568.41,145,732
1406634368,2014-07-29 11:46:08,19.75,21.15,1571.62,144,732
1406634668,2014-07-29 11:51:08,19.50,21.23,1572.86,163,732
1406634967,2014-07-29 11:56:07,19.50,21.29,1574.84,172,732
1406635267,2014-07-29 12:01:07,19.50,21.22,1575.70,173,732
1406635567,2014-07-29 12:06:07,19.50,21.20,1577.71,198,732
1406635866,2014-07-29 12:11:06,19.50,21.20,1578.34,192,732
1406636166,2014-07-29 12:16:06,19.75,21.18,1579.47,192,732
1406636466,2014-07-29 12:21:06,19.75,21.22,1578.96,195,732
1406636766,2014-07-29 12:26:06,19.75,21.25,1583.60,205,732
1406637065,2014-07-29 12:31:05,19.75,21.23,1583.74,131,732
1406637365,2014-07-29 12:36:05,19.75,21.25,1585.81,211,731
1406637665,2014-07-29 12:41:05,19.75,21.25,1586.48,102,732
1406637965,2014-07-29 12:46:05,19.75,21.23,1587.52,100,731
1406638264,2014-07-29 12:51:04,19.75,21.25,1587.62,116,732
1406638564,2014-07-29 12:56:04,19.75,21.29,1586.51,174,731
1406638864,2014-07-29 13:01:04,19.75,21.30,1583.96,123,731
1406639164,2014-07-29 13:06:04,19.75,21.37,1577.69,204,731
1406639463,2014-07-29 13:11:03,19.75,21.51,1575.63,231,732
1406639763,2014-07-29 13:16:03,19.75,21.39,1573.55,85,731
1406640063,2014-07-29 13:21:03,20.00,21.41,1571.47,112,731
1406640363,2014-07-29 13:26:03,20.00,21.32,1567.95,96,731
1406640662,2014-07-29 13:31:02,20.00,21.39,1566.03,92,731
1406640962,2014-07-29 13:36:02,20.00,21.41,1566.57,91,731
1406641262,2014-07-29 13:41:02,20.00,21.46,1566.68,263,731
1406641562,2014-07-29 13:46:02,20.00,21.50,1569.57,257,731
1406641862,2014-07-29 13:51:02,20.00,21.58,1570.27,261,731
1406642161,2014-07-29 13:56:01,20.00,21.25,1574.71,264,731
1406642461,2014-07-29 14:01:01,20.25,21.56,1579.44,93,731
1406642761,2014-07-29 14:06:01,20.25,21.56,1584.32,92,731
1406643061,2014-07-29 14:11:01,20.25,21.60,1588.16,261,731
1406643361,2014-07-29 14:16:01,20.25,21.63,1591.92,265,731
1406643661,2014-07-29 14:21:01,20.25,21.69,1594.25,267,731
1406643960,2014-07-29 14:26:00,20.25,21.65,1595.99,261,731
1406644260,2014-07-29 14:31:00,20.25,21.72,1596.62,264,731
1406644560,2014-07-29 14:36:00,20.25,21.76,1600.97,264,731
1406644860,2014-07-29 14:41:00,20.00,21.72,1602.04,253,731
1406645160,2014-07-29 14:46:00,20.00,21.84,1602.35,247,731
1406645459,2014-07-29 14:50:59,20.00,21.76,1607.02,248,730
1406645759,2014-07-29 14:55:59,20.25,21.76,1609.47,149,730
1406646059,2014-07-29 15:00:59,20.25,21.77,1611.59,252,730
1406646359,2014-07-29 15:05:59,20.25,21.86,1613.93,251,730
1406646659,2014-07-29 15:10:59,20.50,21.83,1616.10,121,730
1406646959,2014-07-29 15:15:59,20.25,21.81,1608.06,237,730
1406647258,2014-07-29 15:20:58,20.50,21.84,1620.45,56,730
1406647558,2014-07-29 15:25:58,20.50,21.88,1622.77,55,730
1406647858,2014-07-29 15:30:58,20.50,21.93,1625.51,48,730
1406648158,2014-07-29 15:35:58,20.50,21.93,1628.42,38,730
1406648458,2014-07-29 15:40:58,20.50,21.89,1629.75,35,730
1406648758,2014-07-29 15:45:58,20.50,21.98,1631.70,37,730
1406649058,2014-07-29 15:50:58,20.50,22.03,1633.41,47,729
1406649358,2014-07-29 15:55:58,20.50,21.98,1633.95,49,730
1406649657,2014-07-29 16:00:57,20.50,22.00,1637.97,54,730
1406649957,2014-07-29 16:05:57,20.75,22.00,1640.21,56,730
1406650257,2014-07-29 16:10:57,20.75,21.95,1641.78,57,730
1406650557,2014-07-29 16:15:57,20.75,21.98,1644.57,47,730
1406650857,2014-07-29 16:20:57,20.75,22.10,1647.44,36,730
1406651157,2014-07-29 16:25:57,20.75,22.19,1650.05,35,730
1406651457,2014-07-29 16:30:57,20.75,22.23,1651.93,29,729
1406651757,2014-07-29 16:35:57,20.75,22.23,1651.90,24,729
1406652057,2014-07-29 16:40:57,20.75,22.21,1651.43,23,729
1406652357,2014-07-29 16:45:57,20.75,22.19,1655.37,23,729
1406652657,2014-07-29 16:50:57,20.75,22.12,1656.98,27,729
1406652957,2014-07-29 16:55:57,20.75,22.12,1658.47,32,730
1406653256,2014-07-29 17:00:56,20.75,22.14,1660.71,35,729
1406653556,2014-07-29 17:05:56,20.75,22.14,1661.91,36,729
1406653856,2014-07-29 17:10:56,20.75,22.14,1663.76,33,729
1406654156,2014-07-29 17:15:56,20.75,22.10,1664.27,33,730
1406654456,2014-07-29 17:20:56,20.75,22.09,1666.36,29,729
1406654756,2014-07-29 17:25:56,20.75,22.09,1664.90,28,729
1406655056,2014-07-29 17:30:56,20.75,22.17,1668.36,28,729
1406655356,2014-07-29 17:35:56,20.75,22.21,1667.79,32,729
1406655656,2014-07-29 17:40:56,20.75,22.21,1669.36,34,729
1406655956,2014-07-29 17:45:56,20.75,22.14,1672.11,37,729
1406656256,2014-07-29 17:50:56,20.75,22.16,1673.56,38,729
1406656556,2014-07-29 17:55:56,20.75,22.21,1674.28,38,729
1406656856,2014-07-29 18:00:56,20.75,22.23,1675.78,36,729
1406657156,2014-07-29 18:05:56,20.75,22.19,1675.11,34,729
1406657455,2014-07-29 18:10:55,20.75,22.19,1677.67,35,729
1406657755,2014-07-29 18:15:55,20.75,22.24,1678.36,35,729
1406658055,2014-07-29 18:20:55,20.75,22.24,1679.60,33,729
1406658355,2014-07-29 18:25:55,20.75,22.23,1679.05,30,729
1406658655,2014-07-29 18:30:55,20.75,22.24,1679.97,29,729
1406658955,2014-07-29 18:35:55,20.75,22.21,1680.59,34,728
1406659255,2014-07-29 18:40:55,20.75,22.19,1681.17,25,729
1406659555,2014-07-29 18:45:55,20.75,22.17,1682.71,23,728
1406659855,2014-07-29 18:50:55,20.75,22.19,1680.52,18,728
1406660155,2014-07-29 18:55:55,20.75,22.21,1683.64,16,729
1406660455,2014-07-29 19:00:55,20.75,22.29,1684.11,15,728
1406660755,2014-07-29 19:05:55,20.75,22.24,1684.16,12,728
1406661054,2014-07-29 19:10:54,20.75,22.28,1683.80,11,728
1406661354,2014-07-29 19:15:54,20.75,22.29,1683.52,9,728
1406661654,2014-07-29 19:20:54,20.75,22.29,1684.85,8,728
1406661954,2014-07-29 19:25:54,20.75,22.29,1685.39,5,728
1406662254,2014-07-29 19:30:54,20.75,22.31,1687.31,4,728
1406662554,2014-07-29 19:35:54,20.75,22.29,1684.56,2,728
1406662854,2014-07-29 19:40:54,20.75,22.29,1686.19,2,728
1406663154,2014-07-29 19:45:54,20.75,22.31,1686.69,0,728
1406663454,2014-07-29 19:50:54,20.75,22.26,1687.87,0,728
1406663753,2014-07-29 19:55:53,20.75,22.23,1687.74,0,728
1406664053,2014-07-29 20:00:53,20.75,22.26,1687.44,0,728
1406664353,2014-07-29 20:05:53,20.75,22.24,1688.19,0,728
1406664653,2014-07-29 20:10:53,20.75,22.24,1687.73,0,728
1406664953,2014-07-29 20:15:53,20.75,22.21,1688.94,0,728
1406665253,2014-07-29 20:20:53,20.50,22.19,1686.92,0,728
1406665553,2014-07-29 20:25:53,20.50,22.19,1690.48,0,728
1406665853,2014-07-29 20:30:53,20.50,22.17,1690.60,0,728
1406666152,2014-07-29 20:35:52,20.50,22.17,1690.97,0,728
1406666452,2014-07-29 20:40:52,20.50,22.17,1692.75,0,727
1406666752,2014-07-29 20:45:52,20.50,22.17,1692.82,0,728
1406667052,2014-07-29 20:50:52,20.50,22.17,1692.79,0,727
1406667352,2014-07-29 20:55:52,20.50,22.17,1693.12,0,727
1406667652,2014-07-29 21:00:52,20.50,22.17,1691.41,0,727
1406667951,2014-07-29 21:05:51,20.50,22.16,1693.40,0,727
1406668251,2014-07-29 21:10:51,20.50,22.16,1693.18,0,727
1406668551,2014-07-29 21:15:51,20.25,22.12,1692.49,0,727
1406668851,2014-07-29 21:20:51,20.25,22.12,1692.83,0,727
1406669150,2014-07-29 21:25:50,20.25,22.10,1693.11,0,727
1406669450,2014-07-29 21:30:50,20.25,22.12,1693.68,0,727
1406669750,2014-07-29 21:35:50,20.25,22.35,1692.08,0,727
1406670050,2014-07-29 21:40:50,20.25,22.56,1694.51,0,727
1406670350,2014-07-29 21:45:50,20.25,22.19,1693.75,0,727
1406670649,2014-07-29 21:50:49,20.25,22.10,1695.49,0,727
1406670949,2014-07-29 21:55:49,20.00,22.07,1694.04,0,727
1406671249,2014-07-29 22:00:49,20.00,22.07,1693.27,0,727
1406671548,2014-07-29 22:05:48,20.00,22.21,1694.06,0,727
1406671848,2014-07-29 22:10:48,20.00,22.03,1693.83,0,727
1406672148,2014-07-29 22:15:48,20.00,22.03,1693.74,0,727
1406672447,2014-07-29 22:20:47,20.00,22.17,1693.92,0,726
1406672747,2014-07-29 22:25:47,20.00,22.10,1695.59,0,727
1406673047,2014-07-29 22:30:47,20.00,22.10,1693.31,0,727
1406673347,2014-07-29 22:35:47,20.00,22.10,1694.81,0,727
1406673646,2014-07-29 22:40:46,19.75,22.07,1694.87,0,727
1406673946,2014-07-29 22:45:46,19.75,22.07,1695.39,0,727
1406674245,2014-07-29 22:50:45,19.75,22.02,1695.94,0,727
1406674545,2014-07-29 22:55:45,19.75,22.02,1695.31,0,726
1406674845,2014-07-29 23:00:45,19.75,22.02,1695.92,0,726
1406675144,2014-07-29 23:05:44,19.75,22.02,1695.87,0,726
1406675444,2014-07-29 23:10:44,19.75,22.02,1695.76,0,726
1406675744,2014-07-29 23:15:44,19.50,22.02,1693.89,0,726
1406676043,2014-07-29 23:20:43,19.50,22.02,1696.58,0,726
1406676343,2014-07-29 23:25:43,19.50,22.02,1696.77,0,726
1406676642,2014-07-29 23:30:42,19.50,22.05,1697.28,0,726
1406676942,2014-07-29 23:35:42,19.50,21.96,1697.02,0,726
1406677241,2014-07-29 23:40:41,19.50,21.95,1696.10,0,726
1406677541,2014-07-29 23:45:41,19.50,22.00,1697.25,0,726
1406677841,2014-07-29 23:50:41,19.50,21.93,1696.43,0,726
1406678140,2014-07-29 23:55:40,19.50,22.00,1697.14,0,725
1406678440,2014-07-30 00:00:40,19.50,22.00,1695.65,0,726
1406678739,2014-07-30 00:05:39,19.50,22.07,1698.75,0,726
1406679039,2014-07-30 00:10:39,19.25,22.09,1700.23,0,725
1406679338,2014-07-30 00:15:38,19.25,22.05,1700.75,0,726
1406679638,2014-07-30 00:20:38,19.25,22.09,1701.82,0,725
1406679937,2014-07-30 00:25:37,19.25,21.95,1701.82,0,725
1406680237,2014-07-30 00:30:37,19.25,21.93,1701.51,0,725
1406680537,2014-07-30 00:35:37,19.25,21.96,1700.81,0,725
1406680836,2014-07-30 00:40:36,19.25,21.89,1700.26,0,725
1406681136,2014-07-30 00:45:36,19.25,22.00,1697.74,0,725
1406681435,2014-07-30 00:50:35,19.25,22.00,1701.20,0,725
1406681735,2014-07-30 00:55:35,19.25,21.89,1701.68,0,725
1406682034,2014-07-30 01:00:34,19.00,21.93,1700.65,0,725
1406682334,2014-07-30 01:05:34,19.25,21.86,1701.35,0,725
1406682633,2014-07-30 01:10:33,19.25,21.93,1700.37,0,725
1406682933,2014-07-30 01:15:33,19.00,21.91,1699.70,0,725
1406683232,2014-07-30 01:20:32,19.00,21.88,1699.75,0,725
1406683532,2014-07-30 01:25:32,19.25,21.89,1697.61,0,725
1406683831,2014-07-30 01:30:31,19.00,21.88,1699.43,0,725
1406684131,2014-07-30 01:35:31,19.00,21.84,1699.66,0,725
1406684430,2014-07-30 01:40:30,19.00,21.84,1698.87,0,725
1406684730,2014-07-30 01:45:30,19.00,21.84,1698.38,0,724
