DATETIME_UNIX, DATETIME_REG,RTC_TEMP_C,TEMP_C,CONDUCT_FREQ_HERTZ,PHOTORESIST,BATTERY_LEVEL
1406859420,2014-08-01 02:17:00,19.50,21.74,1689.50,0,706
1406859720,2014-08-01 02:22:00,19.50,21.67,1690.92,0,706
1406860019,2014-08-01 02:26:59,19.50,21.67,1691.44,0,706
1406860319,2014-08-01 02:31:59,19.50,21.67,1693.08,0,706
1406860619,2014-08-01 02:36:59,19.50,21.67,1694.09,0,706
1406860918,2014-08-01 02:41:58,19.50,21.65,1693.20,0,706
1406861218,2014-08-01 02:46:58,19.50,21.63,1695.45,0,706
1406861517,2014-08-01 02:51:57,19.25,21.60,1697.14,0,706
1406861817,2014-08-01 02:56:57,19.25,21.58,1698.20,0,706
1406862117,2014-08-01 03:01:57,19.50,21.60,1698.70,0,706
1406862416,2014-08-01 03:06:56,19.25,21.67,1700.12,0,706
1406862716,2014-08-01 03:11:56,19.25,21.63,1701.96,0,706
1406863016,2014-08-01 03:16:56,19.25,21.58,1702.52,0,706
1406863315,2014-08-01 03:21:55,19.25,21.56,1703.66,0,706
1406863615,2014-08-01 03:26:55,19.25,21.53,1701.56,0,706
1406863914,2014-08-01 03:31:54,19.25,21.53,1705.08,0,706
1406864214,2014-08-01 03:36:54,19.25,21.60,1694.18,0,706
1406864514,2014-08-01 03:41:54,19.25,21.58,1706.65,0,706
1406864813,2014-08-01 03:46:53,19.25,21.58,1707.22,0,706
1406865113,2014-08-01 03:51:53,19.25,21.58,1707.36,0,706
1406865412,2014-08-01 03:56:52,19.25,21.53,1709.17,0,705
1406865712,2014-08-01 04:01:52,19.25,21.51,1692.96,0,706
1406866011,2014-08-01 04:06:51,19.00,21.56,1690.37,0,706
1406866311,2014-08-01 04:11:51,19.00,21.62,1685.41,0,706
1406866610,2014-08-01 04:16:50,19.00,21.46,1696.07,0,706
1406866910,2014-08-01 04:21:50,19.00,21.44,1699.71,0,705
1406867210,2014-08-01 04:26:50,19.00,21.44,1703.10,0,706
1406867509,2014-08-01 04:31:49,19.00,21.58,1705.07,0,705
1406867809,2014-08-01 04:36:49,19.25,21.51,1706.92,0,705
1406868108,2014-08-01 04:41:48,19.25,21.44,1708.46,0,706
1406868408,2014-08-01 04:46:48,19.00,21.44,1707.89,0,705
1406868707,2014-08-01 04:51:47,19.00,21.44,1722.75,0,706
1406869007,2014-08-01 04:56:47,19.00,21.46,1716.03,0,705
1406869307,2014-08-01 05:01:47,19.25,21.46,1719.22,0,705
1406869606,2014-08-01 05:06:46,19.25,21.44,1719.64,0,706
1406869906,2014-08-01 05:11:46,19.25,21.46,1719.79,0,705
1406870205,2014-08-01 05:16:45,19.25,21.44,1720.49,0,705
1406870505,2014-08-01 05:21:45,19.25,21.39,1721.31,0,705
1406870805,2014-08-01 05:26:45,19.25,21.37,1722.06,0,705
1406871104,2014-08-01 05:31:44,19.25,21.37,1722.02,0,705
1406871404,2014-08-01 05:36:44,19.25,21.37,1722.54,0,705
1406871703,2014-08-01 05:41:43,19.25,21.37,1720.47,0,705
1406872003,2014-08-01 05:46:43,19.25,21.37,1722.33,2,705
1406872303,2014-08-01 05:51:43,19.25,21.37,1722.38,4,705
1406872602,2014-08-01 05:56:42,19.25,21.37,1722.24,7,705
1406872902,2014-08-01 06:01:42,19.25,21.36,1723.01,11,705
1406873202,2014-08-01 06:06:42,19.25,21.36,1723.63,13,705
1406873501,2014-08-01 06:11:41,19.25,21.36,1723.30,17,705
1406873801,2014-08-01 06:16:41,19.00,21.30,1723.62,18,705
1406874100,2014-08-01 06:21:40,19.00,21.29,1722.62,19,705
1406874400,2014-08-01 06:26:40,19.00,21.29,1724.24,22,705
1406874699,2014-08-01 06:31:39,19.00,21.30,1724.19,27,705
1406874999,2014-08-01 06:36:39,19.00,21.32,1725.06,29,705
1406875299,2014-08-01 06:41:39,19.25,21.34,1726.08,34,705
1406875598,2014-08-01 06:46:38,19.25,21.36,1725.93,34,705
1406875898,2014-08-01 06:51:38,19.25,21.34,1727.42,40,705
1406876197,2014-08-01 06:56:37,19.25,21.30,1728.67,40,705
1406876497,2014-08-01 07:01:37,19.25,21.29,1727.74,43,705
1406876796,2014-08-01 07:06:36,19.25,21.30,1725.96,43,705
1406877096,2014-08-01 07:11:36,19.25,21.27,1729.18,50,704
1406877396,2014-08-01 07:16:36,19.50,21.27,1729.48,54,705
1406877695,2014-08-01 07:21:35,19.50,21.29,1729.07,56,705
1406877995,2014-08-01 07:26:35,19.50,21.53,1730.40,60,705
1406878295,2014-08-01 07:31:35,19.50,21.41,1730.88,59,705
1406878594,2014-08-01 07:36:34,19.75,21.41,1730.94,61,705
1406878894,2014-08-01 07:41:34,19.75,21.34,1733.28,63,705
1406879194,2014-08-01 07:46:34,19.75,21.27,1732.88,70,704
1406879493,2014-08-01 07:51:33,19.75,21.32,1729.15,68,705
1406879793,2014-08-01 07:56:33,19.75,21.36,1731.04,68,704
1406880093,2014-08-01 08:01:33,19.75,21.29,1731.84,76,704
1406880393,2014-08-01 08:06:33,19.75,21.36,1731.31,77,704
1406880692,2014-08-01 08:11:32,19.75,21.25,1730.40,78,704
1406880992,2014-08-01 08:16:32,19.75,21.25,1730.58,80,704
1406881292,2014-08-01 08:21:32,19.50,21.15,1730.02,86,704
1406881591,2014-08-01 08:26:31,19.50,21.15,1729.44,80,704
1406881891,2014-08-01 08:31:31,19.25,21.13,1726.76,88,704
1406882191,2014-08-01 08:36:31,19.25,21.11,1729.10,91,704
1406882490,2014-08-01 08:41:30,19.25,21.10,1729.06,88,704
1406882790,2014-08-01 08:46:30,19.25,21.06,1729.45,89,704
1406883089,2014-08-01 08:51:29,19.25,21.10,1730.81,94,704
1406883389,2014-08-01 08:56:29,19.25,21.32,1731.43,101,704
1406883689,2014-08-01 09:01:29,19.50,21.13,1732.27,100,704
1406883988,2014-08-01 09:06:28,19.50,21.10,1734.08,103,704
1406884288,2014-08-01 09:11:28,19.50,21.10,1734.52,105,704
1406884588,2014-08-01 09:16:28,19.50,21.08,1732.58,107,704
1406884887,2014-08-01 09:21:27,19.50,21.10,1734.99,109,704
1406885187,2014-08-01 09:26:27,19.25,21.04,1735.46,109,704
1406885486,2014-08-01 09:31:26,19.25,21.01,1735.23,111,704
1406885786,2014-08-01 09:36:26,19.00,21.01,1735.10,117,704
1406886086,2014-08-01 09:41:26,19.25,20.99,1736.76,119,704
1406886385,2014-08-01 09:46:25,19.50,20.99,1737.66,120,704
1406886685,2014-08-01 09:51:25,19.25,20.99,1737.41,121,704
1406886985,2014-08-01 09:56:25,19.50,20.92,1738.15,126,704
1406887284,2014-08-01 10:01:24,19.50,20.96,1736.53,127,704
1406887584,2014-08-01 10:06:24,19.50,20.99,1738.68,140,704
1406887884,2014-08-01 10:11:24,19.25,20.96,1739.48,146,704
1406888183,2014-08-01 10:16:23,19.25,20.96,1739.67,145,704
1406888483,2014-08-01 10:21:23,19.50,20.99,1726.71,143,704
1406888783,2014-08-01 10:26:23,19.25,20.92,1740.24,151,704
1406889082,2014-08-01 10:31:22,19.25,21.01,1739.97,147,704
1406889382,2014-08-01 10:36:22,19.25,21.01,1740.14,153,704
1406889682,2014-08-01 10:41:22,19.50,21.10,1737.70,339,704
1406889981,2014-08-01 10:46:21,21.00,24.06, 35.87,919,703
1406890282,2014-08-01 10:51:22,26.25,26.79, 39.45,900,703
1406890583,2014-08-01 10:56:23,28.25,27.87, 28.95,632,703
1406890884,2014-08-01 11:01:24,29.50,29.04, 11.93,812,703
1406891186,2014-08-01 11:06:26,30.25,30.32,  8.73,680,703
1406891487,2014-08-01 11:11:27,30.75,32.27,  2.40,843,702
1406891789,2014-08-01 11:16:29,31.75,33.58,  0.60,853,702
1406892091,2014-08-01 11:21:31,32.75,35.74,  0.89,860,702
1406892393,2014-08-01 11:26:33,32.50,33.87,  0.32,833,702
1406892695,2014-08-01 11:31:35,30.00,30.51,  0.32,702,703
1406892996,2014-08-01 11:36:36,26.50,27.69,  0.32,702,703
1406893297,2014-08-01 11:41:37,26.25,25.55,  0.32,745,703
1406893598,2014-08-01 11:46:38,25.00,24.94,  0.32,268,701
1406893898,2014-08-01 11:51:38,24.25,24.41,  0.32,103,703
1406894199,2014-08-01 11:56:39,24.25,24.41,  0.32,107,703
1406894499,2014-08-01 12:01:39,24.50,24.50,  0.32,98,703
1406894800,2014-08-01 12:06:40,24.50,24.58,  0.32,95,703
1406895101,2014-08-01 12:11:41,24.75,24.67,  0.32,107,703
1406895401,2014-08-01 12:16:41,24.75,24.76,  0.32,106,703
1406895702,2014-08-01 12:21:42,24.75,24.85,  0.32,106,703
1406896002,2014-08-01 12:26:42,24.75,24.94,  0.32,112,703
1406896303,2014-08-01 12:31:43,24.75,25.02,  0.32,116,703
1406896604,2014-08-01 12:36:44,25.00,25.11,  0.32,106,703
1406896904,2014-08-01 12:41:44,25.00,25.20,  0.32,99,703
1406897205,2014-08-01 12:46:45,25.00,25.29,  0.32,113,703
1406897506,2014-08-01 12:51:46,25.00,25.29,  0.32,84,703
1406897806,2014-08-01 12:56:46,25.00,25.38,  0.32,113,703
1406898107,2014-08-01 13:01:47,25.00,25.38,  0.32,111,703
1406898408,2014-08-01 13:06:48,25.25,25.46,  0.32,83,703
1406898709,2014-08-01 13:11:49,25.25,25.46,  0.32,79,703
1406899009,2014-08-01 13:16:49,25.25,25.46,  0.32,107,703
1406899310,2014-08-01 13:21:50,25.25,25.46,  0.32,109,703
1406899611,2014-08-01 13:26:51,25.75,26.44,  0.32,821,701
1406899912,2014-08-01 13:31:52,28.75,28.95,  0.44,864,702
1406900213,2014-08-01 13:36:53,30.25,31.41,  0.63,939,702
1406900515,2014-08-01 13:41:55,34.25,33.87,  0.58,938,701
1406900818,2014-08-01 13:46:58,36.25,36.41,  0.80,909,702
1406901120,2014-08-01 13:52:00,34.75,34.85,  0.32,945,702
1406901423,2014-08-01 13:57:03,34.00,33.77,  0.32,400,702
1406901725,2014-08-01 14:02:05,32.00,32.56,  0.32,401,702
1406902027,2014-08-01 14:07:07,31.00,31.79,  0.32,341,702
1406902329,2014-08-01 14:12:09,30.50,31.30,  0.32,397,702
1406902630,2014-08-01 14:17:10,30.25,30.97,  0.32,400,702
1406902932,2014-08-01 14:22:12,30.00,30.76,  0.32,305,702
1406903234,2014-08-01 14:27:14,29.75,30.58,  0.32,292,702
1406903535,2014-08-01 14:32:15,29.75,30.41,  0.32,285,702
1406903837,2014-08-01 14:37:17,29.50,30.32,  0.32,279,702
1406904138,2014-08-01 14:42:18,29.50,30.30,  0.32,335,702
1406904440,2014-08-01 14:47:20,29.50,30.21,  0.32,374,702
1406904741,2014-08-01 14:52:21,29.25,30.12,  0.32,356,702
1406905043,2014-08-01 14:57:23,29.25,30.05,  0.32,290,702
1406905344,2014-08-01 15:02:24,29.25,29.95,  0.32,243,702
1406905646,2014-08-01 15:07:26,29.25,29.95,  0.32,242,702
1406905947,2014-08-01 15:12:27,29.25,29.86,  0.32,267,702
1406906249,2014-08-01 15:17:29,29.25,29.86,  0.32,285,703
1406906550,2014-08-01 15:22:30,29.00,29.86,  0.32,320,702
1406906852,2014-08-01 15:27:32,29.00,29.86,  0.32,318,702
1406907153,2014-08-01 15:32:33,29.00,29.95,  0.32,290,702
1406907454,2014-08-01 15:37:34,29.00,30.03,  0.32,258,702
1406907756,2014-08-01 15:42:36,29.25,30.05,  0.32,486,702
1406908057,2014-08-01 15:47:37,29.50,30.39,  0.32,272,702
